Ticker,date,close,Net Income,Shares (Basic),p_e_ratio,Total Liabilities,Total Equity,sma_50,next_day_close,next_day_direction
AAPL,2019-10-18,59.1,13686000000.0,17963248000.0,77.5703607189829,248028000000.0,90488000000.0,54.385200000000005,60.13,1
AAPL,2019-10-21,60.13,13686000000.0,17963248000.0,78.92226379073506,248028000000.0,90488000000.0,54.582800000000006,59.99,0
AAPL,2019-10-22,59.99,13686000000.0,17963248000.0,78.7385099751571,248028000000.0,90488000000.0,54.780199999999994,60.8,1
AAPL,2019-10-23,60.8,13686000000.0,17963248000.0,79.80165705100102,248028000000.0,90488000000.0,54.95140000000001,60.9,1
AAPL,2019-10-24,60.9,13686000000.0,17963248000.0,79.93290977641385,248028000000.0,90488000000.0,55.15559999999999,61.65,1
AAPL,2019-10-25,61.65,13686000000.0,17963248000.0,80.91730521701008,248028000000.0,90488000000.0,55.379799999999996,62.26,1
AAPL,2019-10-28,62.26,13686000000.0,17963248000.0,81.71794684202834,248028000000.0,90488000000.0,55.592600000000004,60.82,0
AAPL,2019-10-29,60.82,13686000000.0,17963248000.0,79.82790759608359,248028000000.0,90488000000.0,55.75719999999999,60.81,0
AAPL,2019-10-30,60.81,13686000000.0,17963248000.0,79.8147823235423,248028000000.0,90488000000.0,55.921600000000005,62.19,1
AAPL,2019-10-31,62.19,13686000000.0,17963248000.0,81.62606993423937,248028000000.0,90488000000.0,56.102199999999996,63.95,1
AAPL,2019-11-01,63.95,13686000000.0,17963248000.0,83.93611790150518,248028000000.0,90488000000.0,56.3188,64.38,1
AAPL,2019-11-04,64.38,13686000000.0,17963248000.0,84.50050462078035,248028000000.0,90488000000.0,56.5932,64.28,0
AAPL,2019-11-05,64.28,13686000000.0,17963248000.0,84.36925189536753,248028000000.0,90488000000.0,56.8464,64.31,1
AAPL,2019-11-06,64.31,13686000000.0,17963248000.0,84.40862771299138,248028000000.0,90488000000.0,57.111799999999995,64.86,1
AAPL,2019-11-07,64.86,13686000000.0,17963248000.0,85.13051770276194,248028000000.0,90488000000.0,57.381400000000006,65.03,1
AAPL,2019-11-08,65.03,13686000000.0,17963248000.0,85.35364733596376,248028000000.0,90488000000.0,57.63700000000001,65.55,1
AAPL,2019-11-11,65.55,13686000000.0,17963248000.0,86.03616150811047,248028000000.0,90488000000.0,57.9042,65.49,0
AAPL,2019-11-12,65.49,13686000000.0,17963248000.0,85.95740987286277,248028000000.0,90488000000.0,58.1856,66.12,1
AAPL,2019-11-13,66.12,13686000000.0,17963248000.0,86.78430204296362,248028000000.0,90488000000.0,58.461999999999996,65.66,0
AAPL,2019-11-14,65.66,13686000000.0,17963248000.0,86.18053950606458,248028000000.0,90488000000.0,58.708800000000004,66.44,1
AAPL,2019-11-15,66.44,13686000000.0,17963248000.0,87.20431076428466,248028000000.0,90488000000.0,58.9714,66.78,1
AAPL,2019-11-18,66.78,13686000000.0,17963248000.0,87.65057003068829,248028000000.0,90488000000.0,59.23620000000001,66.57,0
AAPL,2019-11-19,66.57,13686000000.0,17963248000.0,87.37493930732134,248028000000.0,90488000000.0,59.4842,65.8,0
AAPL,2019-11-20,65.8,13686000000.0,17963248000.0,86.36429332164255,248028000000.0,90488000000.0,59.6822,65.5,0
AAPL,2019-11-21,65.5,13686000000.0,17963248000.0,85.97053514540406,248028000000.0,90488000000.0,59.8768,65.44,0
AAPL,2019-11-22,65.44,13686000000.0,17963248000.0,85.89178351015636,248028000000.0,90488000000.0,60.091800000000006,66.59,1
AAPL,2019-11-25,66.59,13686000000.0,17963248000.0,87.40118985240392,248028000000.0,90488000000.0,60.324,66.07,0
AAPL,2019-11-26,66.07,13686000000.0,17963248000.0,86.71867568025718,248028000000.0,90488000000.0,60.542,66.96,1
AAPL,2019-11-27,66.96,13686000000.0,17963248000.0,87.88682493643138,248028000000.0,90488000000.0,60.767399999999995,66.81,0
AAPL,2019-11-29,66.81,13686000000.0,17963248000.0,87.68994584831215,248028000000.0,90488000000.0,60.9988,66.04,0
AAPL,2019-12-02,66.04,13686000000.0,17963248000.0,86.67929986263336,248028000000.0,90488000000.0,61.230999999999995,64.86,0
AAPL,2019-12-03,64.86,13686000000.0,17963248000.0,85.13051770276194,248028000000.0,90488000000.0,61.4346,65.44,1
AAPL,2019-12-04,65.44,13686000000.0,17963248000.0,85.89178351015636,248028000000.0,90488000000.0,61.655,66.39,1
AAPL,2019-12-05,66.39,13686000000.0,17963248000.0,87.13868440157825,248028000000.0,90488000000.0,61.8776,67.68,1
AAPL,2019-12-06,67.68,13686000000.0,17963248000.0,88.83184455940378,248028000000.0,90488000000.0,62.13179999999999,66.73,0
AAPL,2019-12-09,66.73,13686000000.0,17963248000.0,87.58494366798188,248028000000.0,90488000000.0,62.3724,67.12,1
AAPL,2019-12-10,67.12,13686000000.0,17963248000.0,88.09682929709192,248028000000.0,90488000000.0,62.595,67.69,1
AAPL,2019-12-11,67.69,13686000000.0,17963248000.0,88.84496983194505,248028000000.0,90488000000.0,62.8258,67.86,1
AAPL,2019-12-12,67.86,13686000000.0,17963248000.0,89.06809946514686,248028000000.0,90488000000.0,63.0882,68.79,1
AAPL,2019-12-13,68.79,13686000000.0,17963248000.0,90.2887498114862,248028000000.0,90488000000.0,63.36,69.97,1
AAPL,2019-12-16,69.97,13686000000.0,17963248000.0,91.83753197135759,248028000000.0,90488000000.0,63.62440000000001,70.1,1
AAPL,2019-12-17,70.1,13686000000.0,17963248000.0,92.00816051439426,248028000000.0,90488000000.0,63.891000000000005,69.94,0
AAPL,2019-12-18,69.94,13686000000.0,17963248000.0,91.79815615373373,248028000000.0,90488000000.0,64.1678,70.0,1
AAPL,2019-12-19,70.0,13686000000.0,17963248000.0,91.87690778898144,248028000000.0,90488000000.0,64.43260000000001,69.86,0
AAPL,2019-12-20,69.86,13686000000.0,17963248000.0,91.69315397340347,248028000000.0,90488000000.0,64.6794,71.0,1
AAPL,2019-12-23,71.0,13686000000.0,17963248000.0,93.18943504310974,248028000000.0,90488000000.0,64.9184,71.07,1
AAPL,2019-12-24,71.07,13686000000.0,17963248000.0,93.28131195089871,248028000000.0,90488000000.0,65.1604,72.48,1
AAPL,2019-12-26,72.48,13686000000.0,17963248000.0,95.13197537921964,248028000000.0,90488000000.0,65.4334,72.45,0
AAPL,2019-12-27,72.45,13686000000.0,17963248000.0,95.09259956159579,248028000000.0,90488000000.0,65.7106,72.88,1
AAPL,2019-12-30,72.88,13686000000.0,17963248000.0,95.65698628087095,248028000000.0,90488000000.0,65.9918,73.41,1
AAPL,2019-12-31,73.41,22236000000.0,17660160000.0,58.30330750134916,251087000000.0,89531000000.0,66.278,75.09,1
AAPL,2020-01-02,75.09,22236000000.0,17660160000.0,59.6375883432272,251087000000.0,89531000000.0,66.57719999999999,74.36,0
AAPL,2020-01-03,74.36,22236000000.0,17660160000.0,59.057811548839716,251087000000.0,89531000000.0,66.8646,74.95,1
AAPL,2020-01-06,74.95,22236000000.0,17660160000.0,59.5263982730707,251087000000.0,89531000000.0,67.1476,74.6,0
AAPL,2020-01-07,74.6,22236000000.0,17660160000.0,59.24842309767943,251087000000.0,89531000000.0,67.42160000000001,75.8,1
AAPL,2020-01-08,75.8,22236000000.0,17660160000.0,60.20148084187803,251087000000.0,89531000000.0,67.7046,77.41,1
AAPL,2020-01-09,77.41,22236000000.0,17660160000.0,61.480166648677816,251087000000.0,89531000000.0,68.0076,77.58,1
AAPL,2020-01-10,77.58,22236000000.0,17660160000.0,61.61518316243928,251087000000.0,89531000000.0,68.34280000000001,79.24,1
AAPL,2020-01-13,79.24,22236000000.0,17660160000.0,62.93357970858067,251087000000.0,89531000000.0,68.7114,78.17,0
AAPL,2020-01-14,78.17,22236000000.0,17660160000.0,62.08376988667026,251087000000.0,89531000000.0,69.031,77.83,0
AAPL,2020-01-15,77.83,22236000000.0,17660160000.0,61.813736859147326,251087000000.0,89531000000.0,69.3086,78.81,1
AAPL,2020-01-16,78.81,22236000000.0,17660160000.0,62.59206735024285,251087000000.0,89531000000.0,69.59719999999999,79.68,1
AAPL,2020-01-17,79.68,22236000000.0,17660160000.0,63.28303421478684,251087000000.0,89531000000.0,69.90520000000001,79.14,0
AAPL,2020-01-21,79.14,22236000000.0,17660160000.0,62.85415822989746,251087000000.0,89531000000.0,70.2018,79.42,1
AAPL,2020-01-22,79.42,22236000000.0,17660160000.0,63.076538370210464,251087000000.0,89531000000.0,70.493,79.81,1
AAPL,2020-01-23,79.81,22236000000.0,17660160000.0,63.386282137075014,251087000000.0,89531000000.0,70.7886,79.58,0
AAPL,2020-01-24,79.58,22236000000.0,17660160000.0,63.20361273610361,251087000000.0,89531000000.0,71.0692,77.24,0
AAPL,2020-01-27,77.24,22236000000.0,17660160000.0,61.345150134916345,251087000000.0,89531000000.0,71.3042,79.42,1
AAPL,2020-01-28,79.42,22236000000.0,17660160000.0,63.076538370210464,251087000000.0,89531000000.0,71.5702,81.08,1
AAPL,2020-01-29,81.08,22236000000.0,17660160000.0,64.39493491635186,251087000000.0,89531000000.0,71.87859999999999,80.97,0
AAPL,2020-01-30,80.97,22236000000.0,17660160000.0,64.30757128980032,251087000000.0,89531000000.0,72.1692,77.38,0
AAPL,2020-01-31,77.38,22236000000.0,17660160000.0,61.45634020507285,251087000000.0,89531000000.0,72.38119999999999,77.17,0
AAPL,2020-02-03,77.17,22236000000.0,17660160000.0,61.2895550998381,251087000000.0,89531000000.0,72.5932,79.71,1
AAPL,2020-02-04,79.71,22236000000.0,17660160000.0,63.30686065839179,251087000000.0,89531000000.0,72.8714,80.36,1
AAPL,2020-02-05,80.36,22236000000.0,17660160000.0,63.8231002698327,251087000000.0,89531000000.0,73.1686,81.3,1
AAPL,2020-02-06,81.3,22236000000.0,17660160000.0,64.56966216945493,251087000000.0,89531000000.0,73.4858,80.01,0
AAPL,2020-02-07,80.01,22236000000.0,17660160000.0,63.545125094441445,251087000000.0,89531000000.0,73.7542,80.39,1
AAPL,2020-02-10,80.39,22236000000.0,17660160000.0,63.84692671343767,251087000000.0,89531000000.0,74.0406,79.9,0
AAPL,2020-02-11,79.9,22236000000.0,17660160000.0,63.45776146788991,251087000000.0,89531000000.0,74.29939999999999,81.8,1
AAPL,2020-02-12,81.8,22236000000.0,17660160000.0,64.96676956287101,251087000000.0,89531000000.0,74.5992,81.22,0
AAPL,2020-02-13,81.22,22236000000.0,17660160000.0,64.50612498650835,251087000000.0,89531000000.0,74.9028,81.24,1
AAPL,2020-02-14,81.24,22236000000.0,17660160000.0,64.522009282245,251087000000.0,89531000000.0,75.2304,79.75,0
AAPL,2020-02-18,79.75,22236000000.0,17660160000.0,63.33862924986508,251087000000.0,89531000000.0,75.5166,80.91,1
AAPL,2020-02-19,80.91,22236000000.0,17660160000.0,64.25991840259039,251087000000.0,89531000000.0,75.807,80.08,0
AAPL,2020-02-20,80.08,22236000000.0,17660160000.0,63.600720129519694,251087000000.0,89531000000.0,76.055,78.26,0
AAPL,2020-02-21,78.26,22236000000.0,17660160000.0,62.155249217485164,251087000000.0,89531000000.0,76.2856,74.55,0
AAPL,2020-02-24,74.55,22236000000.0,17660160000.0,59.20871235833783,251087000000.0,89531000000.0,76.43419999999999,72.02,0
AAPL,2020-02-25,72.02,22236000000.0,17660160000.0,57.19934894765245,251087000000.0,89531000000.0,76.5208,73.16,1
AAPL,2020-02-26,73.16,22236000000.0,17660160000.0,58.10475380464111,251087000000.0,89531000000.0,76.6268,68.38,0
AAPL,2020-02-27,68.38,22236000000.0,17660160000.0,54.30840712358337,251087000000.0,89531000000.0,76.6186,68.34,0
AAPL,2020-02-28,68.34,22236000000.0,17660160000.0,54.27663853211009,251087000000.0,89531000000.0,76.586,74.7,1
AAPL,2020-03-02,74.7,22236000000.0,17660160000.0,59.32784457636266,251087000000.0,89531000000.0,76.678,72.33,0
AAPL,2020-03-03,72.33,22236000000.0,17660160000.0,57.44555553157042,251087000000.0,89531000000.0,76.72579999999999,75.69,1
AAPL,2020-03-04,75.69,22236000000.0,17660160000.0,60.114117215326495,251087000000.0,89531000000.0,76.8396,73.23,0
AAPL,2020-03-05,73.23,22236000000.0,17660160000.0,58.160348839719376,251087000000.0,89531000000.0,76.907,72.26,0
AAPL,2020-03-06,72.26,22236000000.0,17660160000.0,57.38996049649218,251087000000.0,89531000000.0,76.93220000000001,66.54,0
AAPL,2020-03-09,66.54,22236000000.0,17660160000.0,52.8470519158122,251087000000.0,89531000000.0,76.8416,71.33,1
AAPL,2020-03-10,71.33,22236000000.0,17660160000.0,56.651340744738256,251087000000.0,89531000000.0,76.8186,68.86,0
AAPL,2020-03-11,68.86,22236000000.0,17660160000.0,54.68963022126282,251087000000.0,89531000000.0,76.7468,62.06,0
AAPL,2020-03-12,62.06,22236000000.0,17660160000.0,49.2889696708041,251087000000.0,89531000000.0,76.5304,69.49,1
AAPL,2020-03-13,69.49,22236000000.0,17660160000.0,55.18998553696707,251087000000.0,89531000000.0,76.452,60.55,0
AAPL,2020-03-16,60.55,22236000000.0,17660160000.0,48.08970534268753,251087000000.0,89531000000.0,76.1612,63.22,1
AAPL,2020-03-17,63.22,22236000000.0,17660160000.0,50.21025882352941,251087000000.0,89531000000.0,75.9384,61.67,0
AAPL,2020-03-18,61.67,22236000000.0,17660160000.0,48.97922590393956,251087000000.0,89531000000.0,75.67280000000001,61.2,0
AAPL,2020-03-19,61.2,22236000000.0,17660160000.0,48.60594495412844,251087000000.0,89531000000.0,75.4048,57.31,0
AAPL,2020-03-20,57.31,22236000000.0,17660160000.0,45.51644943335132,251087000000.0,89531000000.0,75.035,56.09,0
AAPL,2020-03-23,56.09,22236000000.0,17660160000.0,44.54750739341608,251087000000.0,89531000000.0,74.60860000000001,61.72,1
AAPL,2020-03-24,61.72,22236000000.0,17660160000.0,49.018936643281165,251087000000.0,89531000000.0,74.2914,61.38,0
AAPL,2020-03-25,61.38,22236000000.0,17660160000.0,48.74890361575823,251087000000.0,89531000000.0,73.9342,64.61,1
AAPL,2020-03-26,64.61,22236000000.0,17660160000.0,51.314217377226115,251087000000.0,89531000000.0,73.663,61.94,0
AAPL,2020-03-27,61.94,22236000000.0,17660160000.0,49.19366389638424,251087000000.0,89531000000.0,73.3452,63.7,1
AAPL,2020-03-30,63.7,22236000000.0,17660160000.0,50.59148192120885,251087000000.0,89531000000.0,73.043,63.57,0
AAPL,2020-03-31,63.57,11249000000.0,17440404000.0,98.55867030669393,241975000000.0,78425000000.0,72.7208,60.23,0
AAPL,2020-04-01,60.23,11249000000.0,17440404000.0,93.38034784603076,241975000000.0,78425000000.0,72.3426,61.23,1
AAPL,2020-04-02,61.23,11249000000.0,17440404000.0,94.9307437923371,241975000000.0,78425000000.0,71.9788,60.35,0
AAPL,2020-04-03,60.35,11249000000.0,17440404000.0,93.56639535958753,241975000000.0,78425000000.0,71.5896,65.62,1
AAPL,2020-04-06,65.62,11249000000.0,17440404000.0,101.73698199662194,241975000000.0,78425000000.0,71.3104,64.86,0
AAPL,2020-04-07,64.86,11249000000.0,17440404000.0,100.55868107742911,241975000000.0,78425000000.0,71.06280000000001,66.52,1
AAPL,2020-04-08,66.52,11249000000.0,17440404000.0,103.13233834829762,241975000000.0,78425000000.0,70.8048,67.0,1
AAPL,2020-04-09,67.0,11249000000.0,17440404000.0,103.87652840252467,241975000000.0,78425000000.0,70.5232,68.31,1
AAPL,2020-04-13,68.31,11249000000.0,17440404000.0,105.90754709218598,241975000000.0,78425000000.0,70.27,71.76,1
AAPL,2020-04-14,71.76,11249000000.0,17440404000.0,111.25641310694286,241975000000.0,78425000000.0,70.15759999999999,71.11,0
AAPL,2020-04-15,71.11,11249000000.0,17440404000.0,110.24865574184372,241975000000.0,78425000000.0,70.0364,71.67,1
AAPL,2020-04-16,71.67,11249000000.0,17440404000.0,111.11687747177528,241975000000.0,78425000000.0,69.8756,70.7,0
AAPL,2020-04-17,70.7,11249000000.0,17440404000.0,109.61299340385813,241975000000.0,78425000000.0,69.6824,69.23,0
AAPL,2020-04-20,69.23,11249000000.0,17440404000.0,107.33391136278782,241975000000.0,78425000000.0,69.44099999999999,67.09,0
AAPL,2020-04-21,67.09,11249000000.0,17440404000.0,104.01606403769225,241975000000.0,78425000000.0,69.18260000000001,69.03,1
AAPL,2020-04-22,69.03,11249000000.0,17440404000.0,107.02383217352654,241975000000.0,78425000000.0,68.9554,68.76,0
AAPL,2020-04-23,68.76,11249000000.0,17440404000.0,106.60522526802383,241975000000.0,78425000000.0,68.7326,70.74,1
AAPL,2020-04-24,70.74,11249000000.0,17440404000.0,109.67500924171037,241975000000.0,78425000000.0,68.51140000000001,70.79,1
AAPL,2020-04-27,70.79,11249000000.0,17440404000.0,109.7525290390257,241975000000.0,78425000000.0,68.3028,69.64,0
AAPL,2020-04-28,69.64,11249000000.0,17440404000.0,107.96957370077341,241975000000.0,78425000000.0,68.0708,71.93,1
AAPL,2020-04-29,71.93,11249000000.0,17440404000.0,111.51998041781493,241975000000.0,78425000000.0,67.9144,73.45,1
AAPL,2020-04-30,73.45,11249000000.0,17440404000.0,113.87658225620056,241975000000.0,78425000000.0,67.76520000000001,72.27,0
AAPL,2020-05-01,72.27,11249000000.0,17440404000.0,112.04711503955907,241975000000.0,78425000000.0,67.60900000000001,73.29,1
AAPL,2020-05-04,73.29,11249000000.0,17440404000.0,113.62851890479155,241975000000.0,78425000000.0,67.5096,74.39,1
AAPL,2020-05-05,74.39,11249000000.0,17440404000.0,115.33395444572851,241975000000.0,78425000000.0,67.5064,75.16,1
AAPL,2020-05-06,75.16,11249000000.0,17440404000.0,116.52775932438439,241975000000.0,78425000000.0,67.5692,75.94,1
AAPL,2020-05-07,75.94,11249000000.0,17440404000.0,117.73706816250333,241975000000.0,78425000000.0,67.6248,77.53,1
AAPL,2020-05-08,77.53,11249000000.0,17440404000.0,120.20219771713042,241975000000.0,78425000000.0,67.8078,78.75,1
AAPL,2020-05-11,78.75,11249000000.0,17440404000.0,122.09368077162415,241975000000.0,78425000000.0,68.016,77.85,0
AAPL,2020-05-12,77.85,11249000000.0,17440404000.0,120.69832441994843,241975000000.0,78425000000.0,68.079,76.91,0
AAPL,2020-05-13,76.91,11249000000.0,17440404000.0,119.24095223042048,241975000000.0,78425000000.0,68.1706,77.39,1
AAPL,2020-05-14,77.39,11249000000.0,17440404000.0,119.98514228464752,241975000000.0,78425000000.0,68.2046,76.93,0
AAPL,2020-05-15,76.93,11249000000.0,17440404000.0,119.27196014934663,241975000000.0,78425000000.0,68.2786,78.74,1
AAPL,2020-05-18,78.74,11249000000.0,17440404000.0,122.07817681216108,241975000000.0,78425000000.0,68.40820000000001,78.28,0
AAPL,2020-05-19,78.28,11249000000.0,17440404000.0,121.36499467686018,241975000000.0,78425000000.0,68.643,79.81,1
AAPL,2020-05-20,79.81,11249000000.0,17440404000.0,123.73710047470887,241975000000.0,78425000000.0,68.8126,79.21,0
AAPL,2020-05-21,79.21,11249000000.0,17440404000.0,122.80686290692506,241975000000.0,78425000000.0,69.0196,79.72,1
AAPL,2020-05-22,79.72,11249000000.0,17440404000.0,123.59756483954129,241975000000.0,78425000000.0,69.37280000000001,79.18,0
AAPL,2020-05-26,79.18,11249000000.0,17440404000.0,122.76035102853588,241975000000.0,78425000000.0,69.5666,79.53,1
AAPL,2020-05-27,79.53,11249000000.0,17440404000.0,123.3029896097431,241975000000.0,78425000000.0,69.9462,79.56,1
AAPL,2020-05-28,79.56,11249000000.0,17440404000.0,123.34950148813229,241975000000.0,78425000000.0,70.273,79.48,0
AAPL,2020-05-29,79.48,11249000000.0,17440404000.0,123.22546981242779,241975000000.0,78425000000.0,70.6292,80.46,1
AAPL,2020-06-01,80.46,11249000000.0,17440404000.0,124.74485783980798,241975000000.0,78425000000.0,71.01440000000001,80.83,1
AAPL,2020-06-02,80.83,11249000000.0,17440404000.0,125.31850433994133,241975000000.0,78425000000.0,71.4848,81.28,1
AAPL,2020-06-03,81.28,11249000000.0,17440404000.0,126.01618251577919,241975000000.0,78425000000.0,71.98859999999999,80.58,0
AAPL,2020-06-04,80.58,11249000000.0,17440404000.0,124.93090535336475,241975000000.0,78425000000.0,72.3658,82.88,1
AAPL,2020-06-05,82.88,11249000000.0,17440404000.0,128.4968160298693,241975000000.0,78425000000.0,72.7958,83.36,1
AAPL,2020-06-08,83.36,11249000000.0,17440404000.0,129.24100608409637,241975000000.0,78425000000.0,73.1708,86.0,1
AAPL,2020-06-09,86.0,11249000000.0,17440404000.0,133.3340513823451,241975000000.0,78425000000.0,73.652,88.21,1
AAPL,2020-06-10,88.21,11249000000.0,17440404000.0,136.7604264236821,241975000000.0,78425000000.0,74.1422,83.97,0
AAPL,2020-06-11,83.97,11249000000.0,17440404000.0,130.18674761134324,241975000000.0,78425000000.0,74.55019999999999,84.7,1
AAPL,2020-06-12,84.7,11249000000.0,17440404000.0,131.31853665214686,241975000000.0,78425000000.0,75.03960000000001,85.75,1
AAPL,2020-06-15,85.75,11249000000.0,17440404000.0,132.94645239576852,241975000000.0,78425000000.0,75.53,88.02,1
AAPL,2020-06-16,88.02,11249000000.0,17440404000.0,136.4658511938839,241975000000.0,78425000000.0,76.0834,87.9,0
AAPL,2020-06-17,87.9,11249000000.0,17440404000.0,136.27980368032715,241975000000.0,78425000000.0,76.529,87.93,1
AAPL,2020-06-18,87.93,11249000000.0,17440404000.0,136.32631555871635,241975000000.0,78425000000.0,76.9904,87.43,0
AAPL,2020-06-19,87.43,11249000000.0,17440404000.0,135.5511175855632,241975000000.0,78425000000.0,77.40859999999999,89.72,1
AAPL,2020-06-22,89.72,11249000000.0,17440404000.0,139.10152430260467,241975000000.0,78425000000.0,77.863,91.63,1
AAPL,2020-06-23,91.63,11249000000.0,17440404000.0,142.0627805600498,241975000000.0,78425000000.0,78.32939999999999,90.02,0
AAPL,2020-06-24,90.02,11249000000.0,17440404000.0,139.56664308649658,241975000000.0,78425000000.0,78.6946,91.21,1
AAPL,2020-06-25,91.21,11249000000.0,17440404000.0,141.41161426260112,241975000000.0,78425000000.0,79.0966,88.41,0
AAPL,2020-06-26,88.41,11249000000.0,17440404000.0,137.07050561294338,241975000000.0,78425000000.0,79.4314,90.44,1
AAPL,2020-06-29,90.44,11249000000.0,17440404000.0,140.21780938394525,241975000000.0,78425000000.0,79.82620000000001,91.2,1
AAPL,2020-06-30,91.2,11253000000.0,17250292000.0,139.80508579045588,245062000000.0,72282000000.0,80.2656,91.03,0
AAPL,2020-07-01,91.03,11253000000.0,17250292000.0,139.54448420510087,245062000000.0,72282000000.0,80.7444,91.03,0
AAPL,2020-07-02,91.03,11253000000.0,17250292000.0,139.54448420510087,245062000000.0,72282000000.0,81.1844,93.46,1
AAPL,2020-07-06,93.46,11253000000.0,17250292000.0,143.2695539251755,245062000000.0,72282000000.0,81.6784,93.17,0
AAPL,2020-07-07,93.17,11253000000.0,17250292000.0,142.82499827956988,245062000000.0,72282000000.0,82.127,95.34,1
AAPL,2020-07-08,95.34,11253000000.0,17250292000.0,146.15150086910157,245062000000.0,72282000000.0,82.618,95.75,1
AAPL,2020-07-09,95.75,11253000000.0,17250292000.0,146.7800105749578,245062000000.0,72282000000.0,83.14020000000001,95.92,1
AAPL,2020-07-10,95.92,11253000000.0,17250292000.0,147.0406121603128,245062000000.0,72282000000.0,83.62,95.48,0
AAPL,2020-07-13,95.48,11253000000.0,17250292000.0,146.36611393939395,245062000000.0,72282000000.0,84.06060000000001,97.06,1
AAPL,2020-07-14,97.06,11253000000.0,17250292000.0,148.7881757326935,245062000000.0,72282000000.0,84.5564,97.72,1
AAPL,2020-07-15,97.72,11253000000.0,17250292000.0,149.7999230640718,245062000000.0,72282000000.0,85.045,96.52,0
AAPL,2020-07-16,96.52,11253000000.0,17250292000.0,147.96038246156579,245062000000.0,72282000000.0,85.48759999999999,96.33,0
AAPL,2020-07-17,96.33,11253000000.0,17250292000.0,147.669121866169,245062000000.0,72282000000.0,85.911,98.36,1
AAPL,2020-07-20,98.36,11253000000.0,17250292000.0,150.78101138540833,245062000000.0,72282000000.0,86.35940000000001,97.0,0
AAPL,2020-07-21,97.0,11253000000.0,17250292000.0,148.6961987025682,245062000000.0,72282000000.0,86.74880000000002,97.27,1
AAPL,2020-07-22,97.27,11253000000.0,17250292000.0,149.11009533813206,245062000000.0,72282000000.0,87.1192,92.84,0
AAPL,2020-07-23,92.84,11253000000.0,17250292000.0,142.31912461388075,245062000000.0,72282000000.0,87.419,92.61,0
AAPL,2020-07-24,92.61,11253000000.0,17250292000.0,141.96654599840042,245062000000.0,72282000000.0,87.733,94.81,1
AAPL,2020-07-27,94.81,11253000000.0,17250292000.0,145.33903710299475,245062000000.0,72282000000.0,88.08139999999999,93.25,0
AAPL,2020-07-28,93.25,11253000000.0,17250292000.0,142.94763431973695,245062000000.0,72282000000.0,88.4078,95.04,1
AAPL,2020-07-29,95.04,11253000000.0,17250292000.0,145.69161571847508,245062000000.0,72282000000.0,88.73379999999999,96.19,1
AAPL,2020-07-30,96.19,11253000000.0,17250292000.0,147.45450879587665,245062000000.0,72282000000.0,89.09200000000001,106.26,1
AAPL,2020-07-31,106.26,11253000000.0,17250292000.0,162.89132035190616,245062000000.0,72282000000.0,89.62099999999998,108.94,1
AAPL,2020-08-03,108.94,11253000000.0,17250292000.0,166.9996276975029,245062000000.0,72282000000.0,90.2156,109.67,1
AAPL,2020-08-04,109.67,11253000000.0,17250292000.0,168.11868156402738,245062000000.0,72282000000.0,90.81460000000001,110.06,1
AAPL,2020-08-05,110.06,11253000000.0,17250292000.0,168.7165322598418,245062000000.0,72282000000.0,91.4322,113.9,1
AAPL,2020-08-06,113.9,11253000000.0,17250292000.0,174.603062187861,245062000000.0,72282000000.0,92.1196,111.11,0
AAPL,2020-08-07,111.11,11253000000.0,17250292000.0,170.32613028703457,245062000000.0,72282000000.0,92.75059999999999,112.73,1
